title,publication_frequency,url,place_of_publication,publisher,lccn_number,oclc_number,primary_language,start_year,end_year,city,county,state,latitude,longitude,place_0,subject_0,subject_1,note_0,note_1,note_2,note_3,the_geom,cartodb_id,created_at,updated_at
Amerikaner,Weekly,http://chroniclingamerica.loc.gov/lccn/sn2003060367,New York,[s.n.],sn2003060367,52282160,Yiddish,1931-01-01 00:00:00+00,1931-01-01 00:00:00+00,New York,New York,New York,40.712784,-74.005941,New York--New York--New York,Jewish newspapers--New York (State)--New York.,Jewish newspapers--United States.,Available on microfilm from Library of Congress.,Frequent misnumberings.,In Yiddish.,,0101000020E6100000282D5C56618052C0588E90813C5B4440,607,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Intermountain Jewish News,Weekly (except semiweekly week of July 15),http://chroniclingamerica.loc.gov/lccn/sn78004151,"Denver, Colo.",Central Jewish Council,sn78004151,4083846,English,1904-01-01 00:00:00+00,1925-01-01 00:00:00+00,Denver,Denver,Colorado,39.739236,-104.990251,Colorado--Denver--Denver,Colorado--Denver.--fast--(OCoLC)fst01205192,Denver (Colo.)--Newspapers.,"Available on microfilm from the Colorado Historical Society and the American Jewish Periodical Center, Cincinnati, OH.","Latest issue consulted: Vol. 88, no. 16 (Apr. 18, 2003).",Various mistakes in numbering.,,0101000020E610000034F5BA45603F5AC04F0306499FDE4340,608,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
American Hebrew,Weekly,http://chroniclingamerica.loc.gov/lccn/sn77020381,"[New York, N.Y.",American Hebrew],sn77020381,1479954,English,1925-01-01 00:00:00+00,,New York,New York,New York,40.712784,-74.005941,New York--New York--New York,Jewish newspapers--United States.,Jewish newspapers.,"Available on microfilm from American Jewish Periodicals Center, Hebrew Union College, Cincinnati, Ohio.","Description based on: Vol. 145, no. 5 (June 16, 1939); title from cover.","Subtitle varies: ""The national weekly of Jewish affairs"" and ""for better understanding between Christians and Jews.""","United with: Examiner (Brooklyn, N.Y.) to form: American examiner, Sept. 20, 1956.",0101000020E6100000282D5C56618052C0588E90813C5B4440,609,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
American Hebrew And Jewish Tribune,Weekly,http://chroniclingamerica.loc.gov/lccn/sn77021620,"[New York, N.Y.",American Hebrew Pub. Co.],sn77021620,8325804,English,1935-01-01 00:00:00+00,1956-01-01 00:00:00+00,New York,New York,New York,40.712784,-74.005941,New York--New York--New York,Jewish newspapers--United States.,Jewish newspapers.,"""A weekly journal for the Jews of America.""","Available on microfilm from American Jewish Periodical Center, Hebrew Union College, Cincinnati, N.Y.","Description based on: Vol. 130, no. 13 (Feb. 12, 1932); title from cover.",,0101000020E6100000282D5C56618052C0588E90813C5B4440,610,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Hebrew Standard,Weekly,http://chroniclingamerica.loc.gov/lccn/sn86090534,"New York, N.Y.",Hebrew Standard Co.,sn86090534,15045427,English,1932-01-01 00:00:00+00,1935-01-01 00:00:00+00,New York,New York,New York,40.712784,-74.005941,New York--New York--New York,Jewish newspapers--New York (State),Jewish newspapers--United States.,"Available on microfilm from American Jewish Periodicals Center, Hebrew Union College, Cincinnati, Ohio.","Description based on: Vol. 2, no. 16 (June 22, 1883).","Editor: J.P. Solomon, <1889->.","Merged with: Jewish Tribune (Portland, Or.), to form: Jewish Tribune and Hebrew Standard.",0101000020E6100000282D5C56618052C0588E90813C5B4440,611,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Chronicle,Weekly,http://chroniclingamerica.loc.gov/lccn/sn86090597,"New York, N.Y.",Chronicle Pub. Assoc.,sn86090597,15073645,English,1882-01-01 00:00:00+00,1922-01-01 00:00:00+00,New York,New York,New York,40.712784,-74.005941,New York--New York--New York,Jewish newspapers--New York (State),Jewish newspapers--New York (State)--New York.,"Also carries the date: Adar 17,5666.",,,,0101000020E6100000282D5C56618052C0588E90813C5B4440,612,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Jewish Times,Weekly,http://chroniclingamerica.loc.gov/lccn/sn88065720,"Baltimore, Md.",D. Alter,sn88065720,18710599,English,1906-01-01 00:00:00+00,1906-01-01 00:00:00+00,Baltimore,,Maryland,39.290385,-76.612189,Maryland--Baltimore,Baltimore (Md.)--Newspapers.,Jewish newspapers--Maryland.,,,,,0101000020E6100000247EC51A2E2753C0DE1FEF552BA54340,613,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Forv“£Ert“£S = Jewish Daily Forward,Daily,http://chroniclingamerica.loc.gov/lccn/sn98066945,"Chicago, Ill.",Forward Association,sn98066945,39907336,Yiddish,1919-01-01 00:00:00+00,1962-01-01 00:00:00+00,Chicago,Cook,Illinois,41.878114,-87.629798,Illinois--Cook--Chicago,Detroit (Mich.)--Newspapers.,Illinois.--fast--(OCoLC)fst01205143,"Description based on: Vol. 3, no. 406 (Jan. 2, 1921).",In Yiddish.,Other regional editions available.,,0101000020E61000008445459C4EE855C07214200A66F04440,614,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
American Examiner,Weekly,http://chroniclingamerica.loc.gov/lccn/sn89070035,"New York, N.Y.","American Examiner, Inc.",sn89070035,5333092,English,1910-01-01 00:00:00+00,,New York,New York,New York,40.712784,-74.005941,New York--New York--New York,Jewish newspapers--New York (State)--New York.,Jewish newspapers--United States.,Also issued on microfilm from the New York Public Library.,,,,0101000020E6100000282D5C56618052C0588E90813C5B4440,615,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Amerikaner Familien Magazin Un Gazeten = The Jewish American Family Magazine And Gazette,Weekly,http://chroniclingamerica.loc.gov/lccn/sn95063134,"New York, N.Y.",Journal News Corp.,sn95063134,33060250,Yiddish,1956-01-01 00:00:00+00,1970-01-01 00:00:00+00,New York,New York,New York,40.712784,-74.005941,New York--New York--New York,Jewish newspapers--New York (State)--New York.,Jewish newspapers--United States.,Available on microfilm from Library of Congress.,"Description based on: Vol. 32, no. 23 (Apr. 13, 1934).",In Yiddish.,,0101000020E6100000282D5C56618052C0588E90813C5B4440,616,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Long Island Jewish Week,Weekly,http://chroniclingamerica.loc.gov/lccn/sn83002045,"New York, N.Y.",Jewish Week & American Examiner,sn83002045,9285891,English,1955-01-01 00:00:00+00,1958-01-01 00:00:00+00,New York,,New York,40.712784,-74.005941,New York--New York,Jewish newspapers--New York (State),Jewish newspapers--New York (State)--Long Island.,"Description based on: Vol. 195, no. 35 (Friday, Jan. 21, 1983).","Merged with: New York Jewish week (Brooklyn ed.), and: New York Jewish week (Queens ed.), to form: New York Jewish week (Brooklyn, Queens, Long Island ed.).",,,0101000020E6100000282D5C56618052C0588E90813C5B4440,618,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Jewish Tribune,Weekly,http://chroniclingamerica.loc.gov/lccn/sn93062893,"Portland, Ore.",Mosessohn Bros.,sn93062893,7234830,English,1950-01-01 00:00:00+00,,New York,New York,New York,40.712784,-74.005941,New York--New York--New York,"Jewish newspapers--Northwest, Pacific.",Jewish newspapers--United States.,"""The only Jewish paper in the Pacific Northwest.""",Also issued on microfilm from Oregon Historical Society and University Microfilms International.,"Each volume covers 6 months. Vol. 10, no. 9 (Sept. 11, 1907)-v. 40, no. 23 (Dec. 8, 1922) also numbered continuously 243-1021.",Editor: N. Mosessohn.,0101000020E6100000282D5C56618052C0588E90813C5B4440,620,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Freie Arbeiter Stimme = Fraye Arbayt“£Er Sht“£Ime = Free Voice Of Labor,Monthly,http://chroniclingamerica.loc.gov/lccn/95647488,New York,[O. fg.],95647488.0,2739515,English,1903-01-01 00:00:00+00,1922-01-01 00:00:00+00,New York,New York,New York,40.712784,-74.005941,New York--New York--New York,Anarchism--Newspapers.,Jewish newspapers--United States.,Available on microfilm from Library of Congress and New York Public Library.,"Description based on: 37th year, no. 1 (Jan. 3, 1936) = whole no. 1770; title from caption.",In Yiddish with later articles in English.,"Latest issue consulted: 87th year, n.s. no. 12 (Dec. 1977) = whole no. 3052.",0101000020E6100000282D5C56618052C0588E90813C5B4440,621,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Jewish Tribune And Hebrew Standard,Weekly,http://chroniclingamerica.loc.gov/lccn/sn2004060497,New York,Jewish Tribune,sn2004060497,7234939,English,1890-01-01 00:00:00+00,1977-01-01 00:00:00+00,New York,New York,New York,40.712784,-74.005941,New York--New York--New York,Jewish newspapers--United States.,Jews--Newspapers.,"""The American Jewish weekly.""",Also issued on microfilm from University Microfilms International.,"Description based on: July 4, 1924; title from cover.",Each volume covers six months.,0101000020E6100000282D5C56618052C0588E90813C5B4440,622,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Heritage,Weekly (except 2 weeks in summer),http://chroniclingamerica.loc.gov/lccn/sn79008006,Orlando [Fla.],Heritage Central Florida Jewish News,sn79008006,5575315,English,1922-01-01 00:00:00+00,1927-01-01 00:00:00+00,Orlando,Orange,Florida,28.538336,-81.379236,Florida--Orange--Orlando,Altamonte Springs (Fla.)--Newspapers.,Fern Park (Fla.)--Newspapers.,Also issued on microfilm from the University of Florida.,"Description based on: Vol. 2, no. 1 (Aug. 26, 1977).",Frequency varies slightly.,"In masthead: Central Florida Jewish news, <Aug. 26>-Sept. 2, 1977; Florida Jewish news, Sept. 9, 1977-<1994>.",0101000020E6100000D15D1267455854C06C425A63D0893C40,623,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Northern California Jewish Bulletin,Weekly,http://chroniclingamerica.loc.gov/lccn/sn82006957,"San Francisco, Calif.","San Francisco Jewish Community Publications, Inc.",sn82006957,8810011,English,1970-01-01 00:00:00+00,,San Francisco,San Francisco,California,37.77493,-122.419416,California--San Francisco--San Francisco,California--San Francisco Bay Area.--fast--(OCoLC)fst01242397,Jewish newspapers--California--San Francisco Bay Area.,,,,,0101000020E6100000D3DA34B6D79A5EC03A58FFE730E34240,624,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Long Beach Jewish Community Council News,Semimonthly,http://chroniclingamerica.loc.gov/lccn/sn99060618,"Long Beach, Calif.",Long Beach Jewish Community Council,sn99060618,41061465,English,1982-01-01 00:00:00+00,1992-01-01 00:00:00+00,Long Beach,Los Angeles,California,33.77005,-118.193739,California--Los Angeles--Long Beach,California--Long Beach.--fast--(OCoLC)fst01206254,Jewish newspapers--California--Long Beach.,"Description based on: Vol. 2, no. 8 (Feb. 15, 1949).",Issues also carry dates in Hebrew.,,,0101000020E61000006C3D4338668C5DC0742497FF90E24040,625,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Our Voice,Monthly,http://chroniclingamerica.loc.gov/lccn/sn96064440,"West Palm Beach, Fla.",Our Voice Pub. Co.,sn96064440,35309387,English,1940-01-01 00:00:00+00,1959-01-01 00:00:00+00,West Palm Beach,Palm Beach,Florida,26.715342,-80.053375,Florida--Palm Beach--West Palm Beach,Florida--West Palm Beach.--fast--(OCoLC)fst01202776,Jewish newspapers--Florida--West Palm Beach.,,,,,0101000020E610000023DBF97E6A0354C08A743FA720B73A40,626,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Evrei“ Skii“  Mir = The Jewish World : Amerikanskii“  Ezhenedel_Nik Na Russkom I•üÊA•üÁZyke,Weekly,http://chroniclingamerica.loc.gov/lccn/sn93000004,"Brooklyn, N.Y.",Yevreiski Mir,sn93000004,27192295,Russian,1932-01-01 00:00:00+00,1975-01-01 00:00:00+00,"Brooklyn (New York, N.Y.)",Kings,New York,40.678178,-73.944158,"New York--Kings--Brooklyn (New York, N.Y.)","Brooklyn (New York, N.Y.)--Newspapers.",Jewish newspapers--United States--Newspapers.,"Description based on: Vol. 1, no. 28 (Dec. 4-11, 1992).",Issued by: Congregation of Russian Jews of New York <1992-,"Latest issue consulted: Vol. 13, no. 635 (June 22/28, 2004).",,0101000020E61000006F10AD156D7C52C0F06E6589CE564440,627,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Heritage,Weekly (except 2 weeks in summer),http://chroniclingamerica.loc.gov/lccn/sn96027630,Orlando [Fla.],Heritage Central Florida Jewish News,sn96027630,35238766,English,1992-01-01 00:00:00+00,,Orlando,Orange,Florida,28.538336,-81.379236,Florida--Orange--Orlando,Altamonte Springs (Fla.)--Newspapers.,Fern Park (Fla.)--Newspapers.,c,"Description based on: Vol. 2, no. 1 (Aug. 26, 1977).",Frequency varies slightly.,"In masthead: Central Florida Jewish news, <Aug. 26>-Sept. 2, 1977; Florida Jewish news, Sept. 9, 1977-<1994>.",0101000020E6100000D15D1267455854C06C425A63D0893C40,628,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Yis“Rael Shelanu = Israel Shelanu,Weekly,http://chroniclingamerica.loc.gov/lccn/81642221,"Brooklyn, N.Y.",S. Shmueli,81642221.0,7546416,Hebrew,1970-01-01 00:00:00+00,,Brooklyn,Kings,New York,40.678178,-73.944158,New York--Kings--Brooklyn,"Brooklyn (New York, N.Y.)--Newspapers.",Israel--Newspapers.,Available on microfilm (1979-1993) from New York Public Library.,"Description based on: Vol. 1, no. 30 (week of Mar. 28 to Apr. 3, 1980); title from caption.",In Hebrew.,,0101000020E61000006F10AD156D7C52C0F06E6589CE564440,629,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
New York Jewish Week,"Weekly, with an additional issue in Dec.",http://chroniclingamerica.loc.gov/lccn/2001235256,"New York, N.Y.","The Jewish Week, Inc.",2001235256.0,45743977,English,1979-01-01 00:00:00+00,,New York,,New York,40.712784,-74.005941,New York--New York,Jewish newspapers--New York (State)--New York.,Jewish newspapers.--fast--(OCoLC)fst00982872,"Merged with: Long Island Jewish week, and: New York Jewish week (Brooklyn ed.), to form: New York Jewish week (Brooklyn, Queens, Long Island ed.).",Some issues also have a theme title.,Supplements accompany some issues.,,0101000020E6100000282D5C56618052C0588E90813C5B4440,630,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Yated Ne_Eman,Weekly (except Jewish holidays),http://chroniclingamerica.loc.gov/lccn/sn2001058028,"Spring Valley, NY",Yated Ne'eman,sn2001058028,25661732,English,1980-01-01 00:00:00+00,,Monsey,Rockland,New York,41.111207,-74.068475,New York--Rockland--Monsey,Jewish newspapers--United States.,Jewish newspapers.--fast--(OCoLC)fst00982872,Available on microfilm from the American Jewish Periodical Center and the Library of Congress Preservation Microfilming Program.,"Description based on: Vol. 4, no. 9 (Feb. 28, 1992).",In English and Hebrew.,"Latest issue consulted: Vol. 9, no. 3 (Jan. 17, 1997).",0101000020E6100000FE65F7E4618452C00B0BEE073C8E4440,632,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Forv“£Ert“£S Forward = Vorwa“öRts,Weekly,http://chroniclingamerica.loc.gov/lccn/2006252014,"New York, N.Y.",Jewish Socialist Press Federation,2006252014.0,47186605,English,1989-01-01 00:00:00+00,,Chicago,Cook,Illinois,41.878114,-87.629798,Illinois--Cook--Chicago,Jewish newspapers--United States.,Jewish newspapers.--fast--(OCoLC)fst00982872,"Description based on: Vol. 1, no. 112 (Aug. 30, 1897).","Distributed by Norman Ross Publishing Inc., N.Y.",English title varies.,Has numerous editions.,0101000020E61000008445459C4EE855C07214200A66F04440,633,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Israelite,Weekly,http://chroniclingamerica.loc.gov/lccn/2012263167,"Cincinnati, O.",Chas. F. Schmidt & Co.,2012263167.0,806970865,English,1897-01-01 00:00:00+00,,Cincinnati,Hamilton,Ohio,39.103118,-84.51202,Ohio--Hamilton--Cincinnati,Cincinnati (Ohio)--Newspapers.,Hamilton County (Ohio)--Newspapers.,"A weekly periodical devoted to the religion, history and literature of the Israelites.","Description based on: Vol. 1, no. 1 (July 15, 1854); title from PDF caption (ProQuest, viewed Aug. 22, 2012).","Latest issue consulted: Vol. 22, no. 26 (June 26, 1874) (ProQuest, viewed Aug. 22, 2012).",,0101000020E610000078B988EFC42055C081D07AF8328D4340,634,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
American Israelite,Weekly,http://chroniclingamerica.loc.gov/lccn/2012263168,"Cincinnati, [Ohio]",Isaac M. Wise,2012263168.0,806971213,English,1854-01-01 00:00:00+00,1874-01-01 00:00:00+00,Cincinnati,Hamilton,Ohio,39.103118,-84.51202,Ohio--Hamilton--Cincinnati,Cincinnati (Ohio)--Newspapers.,Hamilton County (Ohio)--Newspapers.,"""The oldest English-Jewish weekly in America.""","Description based on: Vol. 23, whole no. 1041 (July 3, 1874); title from PDF banner (ProQuest, viewed Aug. 23, 2012).","German supplement, Die Deborah, published July 3, 1874-June 27, 1901.","Issues for 1874-1879 called also new ser., v. 1-new ser., v. 11.",0101000020E610000078B988EFC42055C081D07AF8328D4340,635,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Broward Jewish World,Weekly.,http://chroniclingamerica.loc.gov/lccn/2011229384,"Boca Raton, Fla.",Jewish Media Group.,2011229384.0,31585675,English,1874-01-01 00:00:00+00,,Boca Raton,Broward,Florida,26.368306,-80.128932,Florida--Broward,Boca Raton (Fla.)--Newspapers.,Broward County (Fla.)--Newspapers.,"""Merged with the Miami Jewish tribune and the Palm Beach Jewish world to form South Florida Jewish tribune"" --Microfilm.","Description based on: Vol. 10, no. 44 (Oct. 25-31, 1991).",Microfilm.,Publisher varies.,0101000020E61000001BDA006C400854C0ABEB504D495E3A40,636,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
æÈIvri = Haibri = Hebrew Weekly,,http://chroniclingamerica.loc.gov/lccn/sn2003060363,New York,Hebrew Press Association,sn2003060363,12003554,Hebrew,1980-01-01 00:00:00+00,,New York,New York,New York,40.712784,-74.005941,New York--New York--New York,Jewish newspapers--New York (State)--New York.,Jewish newspapers.--fast--(OCoLC)fst00982872,"""Founded in Berlin in 5671 [1910].""",Description based on: (6th week) 1916.,Editor: Meyer Berlin <1919>,In Hebrew.,0101000020E6100000282D5C56618052C0588E90813C5B4440,637,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Jewish Exponent,Weekly,http://chroniclingamerica.loc.gov/lccn/sn78004057,"Philadelphia, Pa.",Jewish Exponent Pub. Co.,sn78004057,4073245,English,1910-01-01 00:00:00+00,1921-01-01 00:00:00+00,Philadelphia,Philadelphia,Pennsylvania,39.952584,-75.165222,Pennsylvania--Philadelphia--Philadelphia,Jewish newspapers--Pennsylvania.,Jewish newspapers.--fast--(OCoLC)fst00982872,"Also issued on microfilm by the American Jewish Periodical Center, Cincinnati, Ohio.",Also issued online.,"First issue preceded by ""Prospectus.""","Latest issue consulted: Vol. 214, no. 4 (Apr. 24, 2003).",0101000020E61000001AA54BFF92CA52C0B058C345EEF94340,638,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
Baltimore Jewish Times,Weekly,http://chroniclingamerica.loc.gov/lccn/sn78004778,"Baltimore, Md.",Baltimore Jewish Times,sn78004778,3981984,English,1887-01-01 00:00:00+00,,Baltimore,Baltimore,Maryland,39.290385,-76.612189,Maryland--Baltimore--Baltimore,Baltimore (Md.)--Newspapers.,Baltimore County (Md.)--Newspapers.,Also available by subscription via the World Wide Web.,"Issued also on microfilm by the Library of Congress Photoreproduction Center and American Jewish Periodical Center, Cincinnati, Ohio.",,,0101000020E6100000247EC51A2E2753C0DE1FEF552BA54340,639,2015-02-21 00:22:21.62594+00,2015-02-21 00:22:21.62594+00
